au2_center_s,lag_from_base_frames,lag_from_base_ms,ncc
14.7,0.22189415114952613,0.00616372642082017,0.9796305552332389
14.725,0.01835201297480497,0.000509778138189027,0.9694145154564007
14.75,-0.3684424651283013,-0.010234512920230593,0.9718310077143595
14.775,0.24586443533227828,0.006829567648118841,0.9672142143301127
14.8,0.2230722173175799,0.006196450481043885,0.945436244197807
14.825,0.22040358459957568,0.006122321794432658,0.7989454977051552
14.85,0.2448469323425375,0.006801303676181597,0.7306151343156168
14.875,0.1671203573915199,0.004642232149764442,0.7543813513694624
14.9,0.19166334522156875,0.0053239818117102435,0.756543368796017
14.925,0.2201134077819421,0.00611426132727617,0.7317572050654814
14.95,0.2561737647786633,0.0071159379105184255,0.6526081786522976
14.975,0.2278597317259946,0.006329436992388739,0.622343017783226
15.0,0.1003824720570819,0.002788402001585608,0.6629735980155952
15.025,0.07720848035969702,0.002144680009991584,0.7702015648682197
15.05,0.15267249740634928,0.004240902705731924,0.8052180287016555
15.075,0.2325606158475907,0.006460017106877519,0.7152027528299846
15.1,0.23319694475974043,0.00647769290999279,0.7516145278981591
15.125,-0.16723713624280442,-0.004645476006744567,0.9386933734200827
15.15,0.1727282385255964,0.004798006625711011,0.9805900542635366
15.175,0.18228090949321912,0.005063358597033865,0.974942416336994
15.2,0.15069515399567102,0.0041859764998797505,0.8595070618791937
15.225,0.13265987954547356,0.0036849966540409324,0.7500303321600965
15.25,0.17850037885381936,0.004958343857050538,0.7322826832804843
15.275,0.168176896210044,0.004671580450279,0.7606008937649623
15.3,0.16363057341708742,0.004545293706030206,0.8110697690168668
15.325,0.3238584180230515,0.008996067167306986,0.8553717323179262
15.35,0.2696007278034139,0.007488909105650385,0.9047914874214585
15.375,-5.006548692453897,-0.13907079701260824,0.9356774155038152
15.4,-4.382957002630984,-0.12174880562863843,0.9362450729521214
15.425,0.10709128617071824,0.0029747579491866175,0.9533759203907851
15.45,-0.29240141422937055,-0.008122261506371405,0.9321764350038333
15.475,0.10941146890929516,0.0030392074697026435,0.8453601122267239
15.5,0.2060163486368439,0.0057226763510234415,0.678106507349144
15.525,0.2548653140920818,0.007079592058113383,0.42750494492761826
15.55,0.3757291199831044,0.010436919999530678,0.25084923367101153
