tick	logline	pc	dma	gif	d_dma	d_gif	ratio
54960	3214756	0x31ac30	2669132	72181	0	0	FROZEN
55080	3216839	0x31ac30	2669132	72181	0	0	FROZEN
55200	3218946	0x31ac30	2669132	72181	0	0	FROZEN
55320	3220964	0x31ac30	2669132	72181	0	0	FROZEN
55440	3223078	0x31ac30	2669132	72181	0	0	FROZEN
55560	3225326	0x31ac30	2669132	72181	0	0	FROZEN
55680	3227533	0x31ac30	2669132	72181	0	0	FROZEN
55800	3229752	0x31ac30	2669132	72181	0	0	FROZEN
55920	3231887	0x31ac30	2669132	72181	0	0	FROZEN
56040	3234146	0x31ac30	2669132	72181	0	0	FROZEN
56160	3236335	0x31ac30	2669132	72181	0	0	FROZEN
56280	3238546	0x3825c0	2669132	72181	0	0	FROZEN
56400	3240644	0x31ac30	2669132	72181	0	0	FROZEN
56520	3242783	0x31ac30	2669132	72181	0	0	FROZEN
56640	3244946	0x31ac30	2669132	72181	0	0	FROZEN
56760	3246975	0x31ac30	2669132	72181	0	0	FROZEN
56880	3249124	0x0	2669132	72181	0	0	FROZEN
57000	3251259	0x31ac30	2669132	72181	0	0	FROZEN
57120	3253372	0x31ac30	2669132	72181	0	0	FROZEN
57240	3255480	0x31ac30	2669132	72181	0	0	FROZEN
57360	3257694	0x31a490	2669132	72181	0	0	FROZEN
57480	3259808	0x31ac30	2669132	72181	0	0	FROZEN
57600	3261926	0x31ac30	2669132	72181	0	0	FROZEN
57720	3264166	0x31ac30	2669132	72181	0	0	FROZEN
57840	3266295	0x31ac30	2669132	72181	0	0	FROZEN
57960	3268484	0x31ac30	2669132	72181	0	0	FROZEN
58080	3270734	0x31ac30	2669132	72181	0	0	FROZEN
58200	3272968	0x31ac30	2669132	72181	0	0	FROZEN
58320	3275155	0x31ac30	2669132	72181	0	0	FROZEN
58440	3277340	0x31ac30	2669132	72181	0	0	FROZEN
58560	3279522	0x31ac30	2669132	72181	0	0	FROZEN
58680	3281737	0x31ac30	2669132	72181	0	0	FROZEN
58800	3283883	0x31ac30	2669132	72181	0	0	FROZEN
58920	3286046	0x31ac30	2669132	72181	0	0	FROZEN
59040	3288245	0x31ac30	2669132	72181	0	0	FROZEN
59160	3290461	0x31ac30	2669132	72181	0	0	FROZEN
59280	3292569	0x31ac30	2669132	72181	0	0	FROZEN
59400	3294691	0x31ac30	2669132	72181	0	0	FROZEN
59520	3296874	0x31ac30	2669132	72181	0	0	FROZEN
59640	3298990	0x31ac30	2669132	72181	0	0	FROZEN
59760	3301067	0x31ac30	2669132	72181	0	0	FROZEN
59880	3303234	0x31ac30	2669132	72181	0	0	FROZEN
60000	3305246	0x31ac30	2669132	72181	0	0	FROZEN
60120	3307381	0x31ac30	2669132	72181	0	0	FROZEN
60240	3309449	0x31ac30	2669132	72181	0	0	FROZEN
60360	3311584	0x31ac30	2669132	72181	0	0	FROZEN
60480	3313705	0x31ac30	2669132	72181	0	0	FROZEN
60600	3315862	0x31ac30	2669132	72181	0	0	FROZEN
60720	3318019	0x31ac30	2669132	72181	0	0	FROZEN
60840	3320104	0x31ac30	2669132	72181	0	0	FROZEN
60960	3322275	0x31ac30	2669132	72181	0	0	FROZEN
61080	3324302	0x31ac30	2669132	72181	0	0	FROZEN
61200	3326558	0x31ac30	2669132	72181	0	0	FROZEN
61320	3328749	0x31ac30	2669132	72181	0	0	FROZEN
61440	3330853	0x31ac30	2669132	72181	0	0	FROZEN
61560	3332820	0x3825c0	2669132	72181	0	0	FROZEN
61680	3335107	0x31ac30	2669132	72181	0	0	FROZEN
61800	3337246	0x31ac30	2669132	72181	0	0	FROZEN
61920	3339301	0x31ac30	2669132	72181	0	0	FROZEN
62040	3341459	0x31ac30	2669132	72181	0	0	FROZEN
62160	3343633	0x31ac30	2669132	72181	0	0	FROZEN
62280	3345787	0x31ac30	2669132	72181	0	0	FROZEN
62400	3347878	0x31ac30	2669132	72181	0	0	FROZEN
62520	3350066	0x31ac30	2669132	72181	0	0	FROZEN
62640	3352181	0x0	2669132	72181	0	0	FROZEN
62760	3354332	0x31ac30	2669132	72181	0	0	FROZEN
62880	3356246	0x31ac30	2669132	72181	0	0	FROZEN
63000	3358395	0x31ac30	2669132	72181	0	0	FROZEN
63120	3360449	0x31ac30	2669132	72181	0	0	FROZEN
63240	3362476	0x31ac30	2669132	72181	0	0	FROZEN
63360	3364649	0x31ac30	2669132	72181	0	0	FROZEN
63480	3366740	0x31ac30	2669132	72181	0	0	FROZEN
63600	3368930	0x31ac30	2669132	72181	0	0	FROZEN
63720	3371023	0x31ac30	2669132	72181	0	0	FROZEN
63840	3373073	0x31ac30	2669132	72181	0	0	FROZEN
63960	3375213	0x31ac30	2669132	72181	0	0	FROZEN
64080	3377369	0x31ac30	2669132	72181	0	0	FROZEN
64200	3379540	0x31ac30	2669132	72181	0	0	FROZEN
64320	3381659	0x31ac30	2669132	72181	0	0	FROZEN
64440	3383819	0x31ac30	2669132	72181	0	0	FROZEN
64560	3385959	0x31ac30	2669132	72181	0	0	FROZEN
64680	3388112	0x31ac30	2669132	72181	0	0	FROZEN
64800	3390322	0x31ac30	2669132	72181	0	0	FROZEN
64920	3392472	0x31ac30	2669132	72181	0	0	FROZEN
65040	3394809	0x31ac30	2669132	72181	0	0	FROZEN
65160	3396937	0x31ac30	2669132	72181	0	0	FROZEN
65280	3398916	0x31ac30	2669132	72181	0	0	FROZEN
65400	3401095	0x31ac30	2669132	72181	0	0	FROZEN
65520	3403159	0x31ac30	2669132	72181	0	0	FROZEN
65640	3405309	0x31ac30	2669132	72181	0	0	FROZEN
65760	3407540	0x31ac30	2669132	72181	0	0	FROZEN
65880	3409648	0x3e4db8	2669132	72181	0	0	FROZEN
66000	3412512	0x31ac30	2669132	72181	0	0	FROZEN
66120	3415373	0x31ac30	2669132	72181	0	0	FROZEN
66240	3417712	0x31ac30	2669132	72181	0	0	FROZEN
66360	3419851	0x31ac30	2669132	72181	0	0	FROZEN
66480	3422017	0x31ac30	2669132	72181	0	0	FROZEN
66600	3424782	0x31ac30	2669132	72181	0	0	FROZEN
66720	3426899	0x31ac30	2669132	72181	0	0	FROZEN
66840	3429037	0x31ac30	2669132	72181	0	0	FROZEN
66960	3431183	0x31ac30	2669132	72181	0	0	FROZEN
67080	3433273	0x31ac30	2669132	72181	0	0	FROZEN
67200	3435317	0x3825c0	2669132	72181	0	0	FROZEN
67320	3437451	0x31ac30	2669132	72181	0	0	FROZEN
67440	3439504	0x31ac30	2669132	72181	0	0	FROZEN
67560	3441622	0x31ac30	2669132	72181	0	0	FROZEN
67680	3443853	0x31ac30	2669132	72181	0	0	FROZEN
67800	3445936	0x31ac30	2669132	72181	0	0	FROZEN
67920	3447979	0x31ac30	2669132	72181	0	0	FROZEN
68040	3450068	0x31ac30	2669132	72181	0	0	FROZEN
68160	3452176	0x31ac30	2669132	72181	0	0	FROZEN
68280	3454287	0x31ac30	2669132	72181	0	0	FROZEN
68400	3456480	0x31ac30	2669132	72181	0	0	FROZEN
68520	3458559	0x3c1980	2669132	72181	0	0	FROZEN
68640	3460730	0x31ac30	2669132	72181	0	0	FROZEN
68760	3462810	0x31ac30	2669132	72181	0	0	FROZEN
68880	3464966	0x31ac30	2669132	72181	0	0	FROZEN
69000	3467065	0x31ac30	2669132	72181	0	0	FROZEN
69120	3469214	0x31ac30	2669132	72181	0	0	FROZEN
69240	3471357	0x31ac30	2669132	72181	0	0	FROZEN
69360	3473271	0x31ac30	2669132	72181	0	0	FROZEN
69480	3475434	0x31ac30	2669132	72181	0	0	FROZEN
69600	3477580	0x31ac30	2669132	72181	0	0	FROZEN
69720	3479757	0x31ac30	2669132	72181	0	0	FROZEN
69840	3481817	0x31ac30	2669132	72181	0	0	FROZEN
69960	3483981	0x31ac30	2669132	72181	0	0	FROZEN
70080	3486071	0x0	2669132	72181	0	0	FROZEN
70200	3488286	0x31ac30	2669132	72181	0	0	FROZEN
70320	3490305	0x31ac30	2669132	72181	0	0	FROZEN
70440	3492337	0x31ac30	2669132	72181	0	0	FROZEN
70560	3494545	0x31ac30	2669132	72181	0	0	FROZEN
70680	3496672	0x31ac30	2669132	72181	0	0	FROZEN
70800	3498861	0x31ac30	2669132	72181	0	0	FROZEN
70920	3500990	0x31ac30	2669132	72181	0	0	FROZEN
71040	3503073	0x31ac30	2669132	72181	0	0	FROZEN
71160	3505262	0x31ac30	2669132	72181	0	0	FROZEN
71280	3507360	0x31ac30	2669132	72181	0	0	FROZEN
71400	3509388	0x31ac30	2669132	72181	0	0	FROZEN
71520	3511523	0x31ac30	2669132	72181	0	0	FROZEN
71640	3513583	0x31ac30	2669132	72181	0	0	FROZEN
71760	3515689	0x31ac30	2669132	72181	0	0	FROZEN
71880	3517799	0x31ac30	2669132	72181	0	0	FROZEN
72000	3519916	0x31ac30	2669132	72181	0	0	FROZEN
72120	3521976	0x31ac30	2669132	72181	0	0	FROZEN
72240	3524137	0x31ac30	2669132	72181	0	0	FROZEN
72360	3526158	0x31ac30	2669132	72181	0	0	FROZEN
72480	3528307	0x31ac30	2669132	72181	0	0	FROZEN
72600	3530285	0x31ac30	2669132	72181	0	0	FROZEN
72720	3532317	0x31ac30	2669132	72181	0	0	FROZEN
72840	3534478	0x31ac30	2669132	72181	0	0	FROZEN
72960	3536534	0x31ac30	2669132	72181	0	0	FROZEN
73080	3538653	0x31ac30	2669132	72181	0	0	FROZEN
73200	3540704	0x31ac30	2669132	72181	0	0	FROZEN
73320	3542809	0x31ac30	2669132	72181	0	0	FROZEN
73440	3545066	0x31ac30	2669132	72181	0	0	FROZEN
73560	3547086	0x31ac30	2669132	72181	0	0	FROZEN
73680	3549229	0x31ac30	2669132	72181	0	0	FROZEN
73800	3551316	0x31ac30	2669132	72181	0	0	FROZEN
73920	3553424	0x31ac30	2669132	72181	0	0	FROZEN
74040	3555514	0x31ac30	2669132	72181	0	0	FROZEN
74160	3557552	0x31ac30	2669132	72181	0	0	FROZEN
74280	3559585	0x31ac30	2669132	72181	0	0	FROZEN
74400	3561685	0x31ac30	2669132	72181	0	0	FROZEN
74520	3563727	0x31ac30	2669132	72181	0	0	FROZEN
74640	3565781	0x31ac30	2669132	72181	0	0	FROZEN
74760	3567964	0x31ac30	2669132	72181	0	0	FROZEN
74880	3570096	0x31ac30	2669132	72181	0	0	FROZEN
75000	3572263	0x31ac30	2669132	72181	0	0	FROZEN
75120	3574319	0x31ac30	2669132	72181	0	0	FROZEN
75240	3576296	0x31ac30	2669132	72181	0	0	FROZEN
75360	3578429	0x31ac30	2669132	72181	0	0	FROZEN
75480	3580471	0x31ac30	2669132	72181	0	0	FROZEN
75600	3582546	0x3e4db8	2669132	72181	0	0	FROZEN
75720	3584779	0x31ac30	2669132	72181	0	0	FROZEN
75840	3586902	0x31ac30	2669132	72181	0	0	FROZEN
75960	3589041	0x31ac30	2669132	72181	0	0	FROZEN
76080	3591191	0x31ac30	2669132	72181	0	0	FROZEN
76200	3593308	0x31ac30	2669132	72181	0	0	FROZEN
76320	3595435	0x31ac30	2669132	72181	0	0	FROZEN
76440	3597491	0x31ac30	2669132	72181	0	0	FROZEN
76560	3599558	0x31ac30	2669132	72181	0	0	FROZEN
76680	3601725	0x31ac30	2669132	72181	0	0	FROZEN
76800	3603788	0x31ac30	2669132	72181	0	0	FROZEN
76920	3605928	0x31ac30	2669132	72181	0	0	FROZEN
77040	3608066	0x31ac30	2669132	72181	0	0	FROZEN
77160	3610122	0x31ac30	2669132	72181	0	0	FROZEN
77280	3612303	0x31ac30	2669132	72181	0	0	FROZEN
77400	3614412	0x31ac30	2669132	72181	0	0	FROZEN
77520	3616606	0x31ac30	2669132	72181	0	0	FROZEN
77640	3618734	0x31ac30	2669132	72181	0	0	FROZEN
77760	3620837	0x31ac30	2669132	72181	0	0	FROZEN
77880	3623040	0x31ac30	2669132	72181	0	0	FROZEN
78000	3625195	0x31ac30	2669132	72181	0	0	FROZEN
78120	3627375	0x31ac30	2669132	72181	0	0	FROZEN
78240	3629557	0x31ac30	2669132	72181	0	0	FROZEN
78360	3631732	0x0	2669132	72181	0	0	FROZEN
78480	3633872	0x31ac30	2669132	72181	0	0	FROZEN
78600	3635896	0x31ac30	2669132	72181	0	0	FROZEN
78720	3638109	0x31ac30	2669132	72181	0	0	FROZEN
78840	3640289	0x31ac30	2669132	72181	0	0	FROZEN
78960	3642309	0x31ac30	2669132	72181	0	0	FROZEN
79080	3644423	0x31ac30	2669132	72181	0	0	FROZEN
79200	3646508	0x31ac30	2669132	72181	0	0	FROZEN
79320	3648536	0x31ac30	2669132	72181	0	0	FROZEN
79440	3650619	0x31ac30	2669132	72181	0	0	FROZEN
79560	3652694	0x31ac30	2669132	72181	0	0	FROZEN
79680	3654862	0x31ac30	2669132	72181	0	0	FROZEN
79800	3656920	0x31ac30	2669132	72181	0	0	FROZEN
79920	3658997	0x31ac30	2669132	72181	0	0	FROZEN
80040	3661146	0x31ac30	2669132	72181	0	0	FROZEN
80160	3663018	0x31ac30	2669132	72181	0	0	FROZEN
80280	3664377	0x31ac30	2669132	72181	0	0	FROZEN
80400	3665686	0x31ac30	2669132	72181	0	0	FROZEN
80520	3667044	0x31ac30	2669132	72181	0	0	FROZEN
80640	3668319	0x31ac30	2669132	72181	0	0	FROZEN
80760	3669663	0x3825c0	2669132	72181	0	0	FROZEN
80880	3671006	0x31ac30	2669132	72181	0	0	FROZEN
81000	3672409	0x31ac30	2669132	72181	0	0	FROZEN
81120	3673761	0x31ac30	2669132	72181	0	0	FROZEN
81240	3675225	0x31ac30	2669132	72181	0	0	FROZEN
81360	3676617	0x31ac30	2669132	72181	0	0	FROZEN
81480	3677974	0x31ac30	2669132	72181	0	0	FROZEN
81600	3679295	0x31ac30	2669132	72181	0	0	FROZEN
81720	3680622	0x31ac30	2669132	72181	0	0	FROZEN
81840	3681994	0x31a490	2669132	72181	0	0	FROZEN
81960	3683491	0x31ac30	2669132	72181	0	0	FROZEN
82080	3684903	0x31ac30	2669132	72181	0	0	FROZEN
82200	3686581	0x31ac30	2669132	72181	0	0	FROZEN
82320	3688733	0x0	2669132	72181	0	0	FROZEN
82440	3690795	0x31ac30	2669132	72181	0	0	FROZEN
82560	3692559	0x31ac30	2669132	72181	0	0	FROZEN
82680	3694063	0x31ac30	2669132	72181	0	0	FROZEN
82800	3695438	0x31ac30	2669132	72181	0	0	FROZEN
82920	3696835	0x31ac30	2669132	72181	0	0	FROZEN
83040	3698297	0x31ac30	2669132	72181	0	0	FROZEN
83160	3699837	0x31a490	2669132	72181	0	0	FROZEN
83280	3701216	0x31ac30	2669132	72181	0	0	FROZEN
83400	3702528	0x31ac30	2669132	72181	0	0	FROZEN
83520	3703889	0x31ac30	2669132	72181	0	0	FROZEN
83640	3705178	0x31ac30	2669132	72181	0	0	FROZEN
83760	3706505	0x31ac30	2669132	72181	0	0	FROZEN
83880	3707924	0x31ac30	2669132	72181	0	0	FROZEN
84000	3709264	0x31ac30	2669132	72181	0	0	FROZEN
84120	3710639	0x31ac30	2669132	72181	0	0	FROZEN
84240	3712015	0x31ac30	2669132	72181	0	0	FROZEN
84360	3713390	0x31ac30	2669132	72181	0	0	FROZEN
84480	3714650	0x0	2669132	72181	0	0	FROZEN
84600	3716626	0x31ac30	2669132	72181	0	0	FROZEN
84720	3718131	0x31ac30	2669132	72181	0	0	FROZEN
84840	3719422	0x31ac30	2669132	72181	0	0	FROZEN
84960	3720845	0x31ac30	2669132	72181	0	0	FROZEN
85080	3722173	0x31ac30	2669132	72181	0	0	FROZEN
85200	3723477	0x31ac30	2669132	72181	0	0	FROZEN
85320	3724813	0x31ac30	2669132	72181	0	0	FROZEN
85440	3726177	0x31ac30	2669132	72181	0	0	FROZEN
85560	3727488	0x31ac30	2669132	72181	0	0	FROZEN
85680	3728802	0x31ac30	2669132	72181	0	0	FROZEN
85800	3730101	0x31ac30	2669132	72181	0	0	FROZEN
85920	3731462	0x31ac30	2669132	72181	0	0	FROZEN
86040	3732712	0x31ac30	2669132	72181	0	0	FROZEN
86160	3734093	0x31ac30	2669132	72181	0	0	FROZEN
86280	3735396	0x3e4db8	2669132	72181	0	0	FROZEN
86400	3736712	0x0	2669132	72181	0	0	FROZEN
86520	3738041	0x31ac30	2669132	72181	0	0	FROZEN
86640	3739319	0x31ac30	2669132	72181	0	0	FROZEN
86760	3740637	0x31ac30	2669132	72181	0	0	FROZEN
86880	3741927	0x31ac30	2669132	72181	0	0	FROZEN
87000	3743321	0x3825c0	2669132	72181	0	0	FROZEN
87120	3744659	0x31ac30	2669132	72181	0	0	FROZEN
87240	3745971	0x31ac30	2669132	72181	0	0	FROZEN
87360	3747319	0x31ac30	2669132	72181	0	0	FROZEN
87480	3748672	0x31ac30	2669132	72181	0	0	FROZEN
87600	3750041	0x31ac30	2669132	72181	0	0	FROZEN
87720	3751390	0x31ac30	2669132	72181	0	0	FROZEN
87840	3752665	0x31ac30	2669132	72181	0	0	FROZEN
87960	3753993	0x31ac30	2669132	72181	0	0	FROZEN
88080	3755242	0x31a490	2669132	72181	0	0	FROZEN
88200	3756531	0x31ac30	2669132	72181	0	0	FROZEN
88320	3757797	0x31ac30	2669132	72181	0	0	FROZEN
88440	3759110	0x31ac30	2669132	72181	0	0	FROZEN
88560	3760385	0x31ac30	2669132	72181	0	0	FROZEN
88680	3761701	0x31ac30	2669132	72181	0	0	FROZEN
88800	3763142	0x31ac30	2669132	72181	0	0	FROZEN
88920	3764420	0x31ac30	2669132	72181	0	0	FROZEN
89040	3765745	0x31ac30	2669132	72181	0	0	FROZEN
89160	3767593	0x31ac30	2669132	72181	0	0	FROZEN
89280	3769737	0x31ac30	2669132	72181	0	0	FROZEN
89400	3771820	0x31ac30	2669132	72181	0	0	FROZEN
89520	3773914	0x31ac30	2669132	72181	0	0	FROZEN
89640	3776071	0x31ac30	2669132	72181	0	0	FROZEN
89760	3778231	0x31ac30	2669132	72181	0	0	FROZEN
89880	3780678	0x31ac30	2669132	72181	0	0	FROZEN
90000	3783362	0x31ac30	2669132	72181	0	0	FROZEN
90120	3785623	0x31ac30	2669132	72181	0	0	FROZEN
90240	3787675	0x31ac30	2669132	72181	0	0	FROZEN
90360	3790142	0x31ac30	2669132	72181	0	0	FROZEN
90480	3792372	0x31ac30	2669132	72181	0	0	FROZEN
90600	3794703	0x0	2669132	72181	0	0	FROZEN
90720	3796780	0x31ac30	2669132	72181	0	0	FROZEN
90840	3799475	0x31ac30	2669132	72181	0	0	FROZEN
90960	3801707	0x31ac30	2669132	72181	0	0	FROZEN
91080	3803824	0x31ac30	2669132	72181	0	0	FROZEN
91200	3805953	0x31ac30	2669132	72181	0	0	FROZEN
91320	3808136	0x3825c0	2669132	72181	0	0	FROZEN
91440	3810328	0x31ac30	2669132	72181	0	0	FROZEN
91560	3812540	0x31ac30	2669132	72181	0	0	FROZEN
91680	3814633	0x31ac30	2669132	72181	0	0	FROZEN
91800	3816643	0x31ac30	2669132	72181	0	0	FROZEN
91920	3818821	0x31ac30	2669132	72181	0	0	FROZEN
92040	3820937	0x31ac30	2669132	72181	0	0	FROZEN
92160	3823153	0x31ac30	2669132	72181	0	0	FROZEN
92280	3825219	0x31ac30	2669132	72181	0	0	FROZEN
92400	3827225	0x31ac30	2669132	72181	0	0	FROZEN
92520	3829305	0x31ac30	2669132	72181	0	0	FROZEN
92640	3831388	0x31ac30	2669132	72181	0	0	FROZEN
92760	3833520	0x31ac30	2669132	72181	0	0	FROZEN
92880	3835721	0x31ac30	2669132	72181	0	0	FROZEN
93000	3837724	0x31ac30	2669132	72181	0	0	FROZEN
93120	3839802	0x31ac30	2669132	72181	0	0	FROZEN
93240	3841913	0x31ac30	2669132	72181	0	0	FROZEN
93360	3844133	0x31ac30	2669132	72181	0	0	FROZEN
93480	3846524	0x31ac30	2669132	72181	0	0	FROZEN
93600	3848758	0x31ac30	2669132	72181	0	0	FROZEN
93720	3850927	0x31ac30	2669132	72181	0	0	FROZEN
93840	3853090	0x31ac30	2669132	72181	0	0	FROZEN
93960	3855252	0x31ac30	2669132	72181	0	0	FROZEN
94080	3857408	0x31ac30	2669132	72181	0	0	FROZEN
94200	3859489	0x31ac30	2669132	72181	0	0	FROZEN
94320	3861584	0x31ac30	2669132	72181	0	0	FROZEN
94440	3863673	0x31ac30	2669132	72181	0	0	FROZEN
94560	3865771	0x31ac30	2669132	72181	0	0	FROZEN
94680	3867884	0x31ac30	2669132	72181	0	0	FROZEN
94800	3869960	0x31ac30	2669132	72181	0	0	FROZEN
94920	3872119	0x0	2669132	72181	0	0	FROZEN
95040	3874178	0x31ac30	2669132	72181	0	0	FROZEN
95160	3876211	0x31ac30	2669132	72181	0	0	FROZEN
95280	3878392	0x3825c0	2669132	72181	0	0	FROZEN
95400	3880421	0x31ac30	2669132	72181	0	0	FROZEN
95520	3882543	0x31ac30	2669132	72181	0	0	FROZEN
95640	3884746	0x31ac30	2669132	72181	0	0	FROZEN
95760	3886871	0x31ac30	2669132	72181	0	0	FROZEN
95880	3889036	0x31ac30	2669132	72181	0	0	FROZEN
96000	3891183	0x31ac30	2669132	72181	0	0	FROZEN
96120	3893336	0x31ac30	2669132	72181	0	0	FROZEN
96240	3895554	0x31ac30	2669132	72181	0	0	FROZEN
96360	3897707	0x31ac30	2669132	72181	0	0	FROZEN
96480	3899926	0x31ac30	2669132	72181	0	0	FROZEN
96600	3902199	0x31ac30	2669132	72181	0	0	FROZEN
96720	3904489	0x31ac30	2669132	72181	0	0	FROZEN
96840	3906626	0x31ac30	2669132	72181	0	0	FROZEN
96960	3908855	0x31ac30	2669132	72181	0	0	FROZEN
97080	3911016	0x31ac30	2669132	72181	0	0	FROZEN
97200	3913076	0x31ac30	2669132	72181	0	0	FROZEN
97320	3915296	0x31ac30	2669132	72181	0	0	FROZEN
97440	3917463	0x31ac30	2669132	72181	0	0	FROZEN
97560	3919622	0x31ac30	2669132	72181	0	0	FROZEN
97680	3921758	0x31ac30	2669132	72181	0	0	FROZEN
97800	3923999	0x31ac30	2669132	72181	0	0	FROZEN
97920	3926281	0x31a490	2669132	72181	0	0	FROZEN
98040	3928556	0x31ac30	2669132	72181	0	0	FROZEN
98160	3930746	0x0	2669132	72181	0	0	FROZEN
98280	3932891	0x31ac30	2669132	72181	0	0	FROZEN
98400	3935132	0x31ac30	2669132	72181	0	0	FROZEN
98520	3937416	0x31ac30	2669132	72181	0	0	FROZEN
98640	3939562	0x31ac30	2669132	72181	0	0	FROZEN
98760	3941725	0x31ac30	2669132	72181	0	0	FROZEN
98880	3944058	0x31ac30	2669132	72181	0	0	FROZEN
99000	3946208	0x31ac30	2669132	72181	0	0	FROZEN
99120	3948498	0x31ac30	2669132	72181	0	0	FROZEN
99240	3950752	0x31ac30	2669132	72181	0	0	FROZEN
99360	3952946	0x3825c0	2669132	72181	0	0	FROZEN
99480	3955136	0x31ac30	2669132	72181	0	0	FROZEN
99600	3957397	0x31ac30	2669132	72181	0	0	FROZEN
99720	3959638	0x31ac30	2669132	72181	0	0	FROZEN
99840	3962018	0x31ac30	2669132	72181	0	0	FROZEN
99960	3964132	0x31ac30	2669132	72181	0	0	FROZEN
100080	3966314	0x31ac30	2669132	72181	0	0	FROZEN
100200	3968654	0x31ac30	2669132	72181	0	0	FROZEN
100320	3970949	0x31ac30	2669132	72181	0	0	FROZEN
100440	3973337	0x31ac30	2669132	72181	0	0	FROZEN
100560	3975560	0x31ac30	2669132	72181	0	0	FROZEN
100680	3978063	0x31ac30	2669132	72181	0	0	FROZEN
100800	3980162	0x31ac30	2669132	72181	0	0	FROZEN
100920	3982371	0x31ac30	2669132	72181	0	0	FROZEN
101040	3984562	0x31ac30	2669132	72181	0	0	FROZEN
101160	3986645	0x31ac30	2669132	72181	0	0	FROZEN
101280	3988820	0x31ac30	2669132	72181	0	0	FROZEN
101400	3990928	0x31ac30	2669132	72181	0	0	FROZEN
101520	3993078	0x31ac30	2669132	72181	0	0	FROZEN
101640	3995269	0x31ac30	2669132	72181	0	0	FROZEN
101760	3997381	0x31ac30	2669132	72181	0	0	FROZEN
101880	3999650	0x31ac30	2669132	72181	0	0	FROZEN
102000	4001704	0x31ac30	2669132	72181	0	0	FROZEN
102120	4003941	0x31ac30	2669132	72181	0	0	FROZEN
102240	4006342	0x31ac30	2669132	72181	0	0	FROZEN
102360	4008610	0x31ac30	2669132	72181	0	0	FROZEN
102480	4010721	0x31ac30	2669132	72181	0	0	FROZEN
102600	4013013	0x31ac30	2669132	72181	0	0	FROZEN
102720	4015102	0x31ac30	2669132	72181	0	0	FROZEN
102840	4017185	0x31ac30	2669132	72181	0	0	FROZEN
102960	4019283	0x31ac30	2669132	72181	0	0	FROZEN
103080	4021450	0x31ac30	2669132	72181	0	0	FROZEN
103200	4023651	0x31ac30	2669132	72181	0	0	FROZEN
103320	4025771	0x31ac30	2669132	72181	0	0	FROZEN
103440	4027951	0x31ac30	2669132	72181	0	0	FROZEN
103560	4030226	0x3825c0	2669132	72181	0	0	FROZEN
103680	4032353	0x31ac30	2669132	72181	0	0	FROZEN
103800	4034553	0x31ac30	2669132	72181	0	0	FROZEN
103920	4036613	0x31ac30	2669132	72181	0	0	FROZEN
104040	4038832	0x31ac30	2669132	72181	0	0	FROZEN
104160	4041018	0x31ac30	2669132	72181	0	0	FROZEN
104280	4043158	0x31a490	2669132	72181	0	0	FROZEN
104400	4045304	0x31ac30	2669132	72181	0	0	FROZEN
104520	4047384	0x3825c0	2669132	72181	0	0	FROZEN
104640	4049481	0x31ac30	2669132	72181	0	0	FROZEN
104760	4051658	0x31ac30	2669132	72181	0	0	FROZEN
104880	4053810	0x31ac30	2669132	72181	0	0	FROZEN
105000	4055940	0x3c1980	2669132	72181	0	0	FROZEN
105120	4058122	0x0	2669132	72181	0	0	FROZEN
105240	4060260	0x31ac30	2669132	72181	0	0	FROZEN
105360	4062324	0x31ac30	2669132	72181	0	0	FROZEN
105480	4064318	0x31ac30	2669132	72181	0	0	FROZEN
105600	4066468	0x31ac30	2669132	72181	0	0	FROZEN
105720	4068562	0x31ac30	2669132	72181	0	0	FROZEN
105840	4070696	0x31ac30	2669132	72181	0	0	FROZEN
105960	4072897	0x31ac30	2669132	72181	0	0	FROZEN
106080	4075054	0x31ac30	2669132	72181	0	0	FROZEN
106200	4077232	0x31ac30	2669132	72181	0	0	FROZEN
106320	4079391	0x31ac30	2669132	72181	0	0	FROZEN
106440	4081509	0x31ac30	2669132	72181	0	0	FROZEN
106560	4083665	0x31ac30	2669132	72181	0	0	FROZEN
106680	4085851	0x31ac30	2669132	72181	0	0	FROZEN
106800	4088053	0x31ac30	2669132	72181	0	0	FROZEN
106920	4090149	0x3c1980	2669132	72181	0	0	FROZEN
107040	4092281	0x31ac30	2669132	72181	0	0	FROZEN
107160	4094435	0x31ac30	2669132	72181	0	0	FROZEN
107280	4096556	0x31ac30	2669132	72181	0	0	FROZEN
107400	4098708	0x31ac30	2669132	72181	0	0	FROZEN
107520	4100816	0x31ac30	2669132	72181	0	0	FROZEN
107640	4102880	0x31ac30	2669132	72181	0	0	FROZEN
107760	4105001	0x31ac30	2669132	72181	0	0	FROZEN
107880	4107111	0x31ac30	2669132	72181	0	0	FROZEN
108000	4109277	0x31ac30	2669132	72181	0	0	FROZEN
108120	4111345	0x31ac30	2669132	72181	0	0	FROZEN
108240	4113483	0x3825c0	2669132	72181	0	0	FROZEN
108360	4115637	0x31ac30	2669132	72181	0	0	FROZEN
108480	4117872	0x31ac30	2669132	72181	0	0	FROZEN
108600	4119988	0x31ac30	2669132	72181	0	0	FROZEN
108720	4122171	0x31ac30	2669132	72181	0	0	FROZEN
108840	4124287	0x31ac30	2669132	72181	0	0	FROZEN
108960	4126434	0x31ac30	2669132	72181	0	0	FROZEN
