block	distinct	logline	w29	w31	s29	s31	dormant
780	13	3322814	0	302	0	302	606
781	13	3324338	0	305	0	305	615
782	13	3325882	0	306	0	306	617
783	13	3327431	0	302	0	302	611
784	13	3328960	0	301	0	301	606
785	13	3330481	0	298	0	298	599
786	13	3331990	0	306	0	306	615
787	13	3333532	0	300	0	300	603
788	13	3335049	0	305	0	305	616
789	13	3336595	0	301	0	301	606
790	13	3338117	0	299	0	299	604
791	13	3339633	0	303	0	303	610
792	13	3341162	0	303	0	303	611
793	13	3342699	0	299	0	299	603
794	13	3344214	0	303	0	303	610
795	13	3345743	0	301	0	301	606
796	13	3347265	0	301	0	301	608
797	13	3348789	0	305	0	305	619
798	13	3350338	0	303	0	303	614
799	13	3351871	0	298	0	298	601
800	13	3353382	0	301	0	301	604
801	13	3354902	0	300	0	300	606
802	13	3356422	0	301	0	301	608
803	13	3357945	0	306	0	306	618
804	13	3359495	0	303	0	303	610
805	13	3361025	0	301	0	301	609
806	13	3362550	0	303	0	303	611
807	13	3364086	0	306	0	306	615
808	13	3365626	0	301	0	301	610
809	13	3367158	0	301	0	301	605
810	13	3368678	0	303	0	303	611
811	13	3370209	0	302	0	302	609
812	13	3371736	0	306	0	307	622
813	13	3373286	0	301	0	300	607
814	13	3374807	0	302	0	302	605
815	13	3376336	0	301	0	301	610
816	13	3377862	0	301	0	301	606
817	13	3379383	0	305	0	305	614
818	13	3380921	0	298	0	299	608
819	13	3382440	0	301	0	300	603
820	13	3383961	0	304	0	304	610
821	13	3385498	0	305	0	305	619
822	13	3387041	0	305	0	305	615
823	13	3388586	0	302	0	302	608
824	13	3390111	0	304	0	304	612
825	13	3391651	0	301	0	301	605
826	13	3393172	0	302	0	302	607
827	13	3394696	0	302	0	302	613
828	13	3396227	0	300	0	300	606
829	13	3397747	0	301	0	301	608
830	13	3399271	0	302	0	302	610
831	13	3400804	0	302	0	302	608
832	13	3402330	0	306	0	306	616
833	13	3403878	0	304	0	304	613
834	13	3405413	0	303	0	303	613
835	13	3406951	0	304	0	304	613
836	13	3408481	0	303	0	303	614
837	13	3410021	0	301	0	301	608
838	13	3411544	0	305	0	305	616
839	13	3413084	0	303	0	303	610
840	13	3414618	0	306	0	306	617
841	13	3416167	0	299	0	299	603
842	13	3417675	0	300	0	300	605
843	13	3419194	0	301	0	301	606
844	13	3420716	0	303	0	303	610
845	13	3422252	0	303	0	303	609
846	13	3423780	0	304	0	304	618
847	13	3425326	0	303	0	303	614
848	13	3426859	0	304	0	304	612
849	13	3428392	0	301	0	301	608
850	13	3429922	0	302	0	302	611
851	13	3431451	0	301	0	301	609
852	13	3432975	0	298	0	298	602
853	13	3434487	0	301	0	301	604
854	13	3436007	0	304	0	304	615
855	13	3437544	0	302	0	302	609
856	13	3439071	0	304	0	304	613
857	13	3440611	0	299	0	299	602
858	13	3442125	0	302	0	302	606
859	13	3443648	0	304	0	304	614
860	13	3445190	0	306	0	306	621
861	13	3446740	0	299	0	299	602
862	13	3448254	0	307	0	307	624
863	13	3449811	0	297	0	297	599
864	13	3451318	0	304	0	304	612
865	13	3452852	0	301	0	301	606
866	13	3454374	0	298	0	298	600
867	13	3455883	0	305	0	306	615
868	13	3457424	0	299	0	298	599
869	13	3458932	0	298	0	298	600
870	13	3460438	0	304	0	304	612
871	13	3461978	0	306	0	306	618
872	13	3463523	0	303	0	303	613
873	13	3465062	0	302	0	302	609
874	13	3466588	0	303	0	303	611
875	13	3468120	0	304	0	304	611
876	13	3469659	0	302	0	302	609
877	13	3471185	0	305	0	305	614
878	13	3472729	0	304	0	304	613
879	13	3474265	0	298	0	298	598
880	13	3475773	0	304	0	304	612
881	13	3477312	0	302	0	302	609
882	13	3478839	0	306	0	306	615
883	13	3480386	0	301	0	301	607
884	13	3481909	0	307	0	307	621
885	13	3483463	0	304	0	304	612
886	13	3484997	0	299	0	299	603
887	13	3486512	0	304	0	304	612
888	13	3488051	0	303	0	303	610
889	13	3489581	0	304	0	304	609
890	13	3491111	0	296	0	296	595
891	13	3492612	0	303	0	303	611
892	13	3494142	0	303	0	303	617
893	13	3495685	0	303	0	303	612
894	13	3497214	0	298	0	298	603
895	13	3498729	0	301	0	301	610
896	13	3500255	0	303	0	303	612
897	13	3501787	0	301	0	301	611
898	13	3503314	0	303	0	303	609
899	13	3504848	0	302	0	302	610
900	13	3506376	0	300	0	301	608
901	13	3507894	0	303	0	302	608
902	13	3509424	0	305	0	305	618
903	13	3510971	0	303	0	303	613
904	13	3512504	0	299	0	299	602
905	13	3514018	0	306	0	306	616
906	13	3515565	0	303	0	303	611
907	13	3517096	0	301	0	301	607
908	13	3518619	0	306	0	306	617
909	13	3520168	0	297	0	297	599
910	13	3521674	0	304	0	304	609
911	13	3523205	0	304	0	304	611
912	13	3524744	0	302	0	302	608
913	13	3526270	0	299	0	300	609
914	13	3527786	0	300	0	299	603
915	13	3529305	0	300	0	300	604
916	13	3530823	0	303	0	303	610
917	13	3532353	0	301	0	301	610
918	13	3533878	0	302	0	302	608
919	13	3535405	0	305	0	305	616
920	13	3536951	0	302	0	302	609
921	13	3538477	0	302	0	302	609
922	13	3540010	0	302	0	302	608
923	13	3541536	0	305	0	305	620
924	13	3543079	0	303	0	303	613
925	13	3544615	0	297	0	297	594
926	13	3546111	0	303	0	303	609
927	13	3547646	0	304	0	304	614
928	13	3549181	0	296	0	296	599
929	13	3550686	0	304	0	304	610
930	13	3552218	0	304	0	304	617
931	13	3553763	0	300	0	300	604
932	13	3555280	0	306	0	306	615
933	13	3556822	0	296	0	296	599
934	13	3558327	0	306	0	306	619
935	13	3559878	0	303	0	303	616
936	13	3561411	0	299	0	299	604
937	13	3562927	0	299	0	299	605
938	13	3564444	0	305	0	305	615
939	13	3565983	0	304	0	304	612
940	13	3567522	0	304	0	304	612
941	13	3569056	0	303	0	303	614
942	13	3570596	0	301	0	301	608
943	13	3572119	0	304	0	304	617
944	13	3573659	0	304	0	304	611
945	13	3575198	0	301	0	301	610
946	13	3576724	0	299	0	299	602
947	13	3578237	0	307	0	307	618
948	13	3579789	0	303	0	303	612
949	13	3581321	0	304	0	304	613
950	13	3582862	0	301	0	301	608
951	13	3584385	0	305	0	305	618
952	13	3585926	0	300	0	300	605
953	13	3587446	0	300	0	300	603
954	13	3588959	0	304	0	304	616
955	13	3590503	0	301	0	301	607
956	13	3592026	0	306	0	306	616
957	13	3593574	0	301	0	301	607
958	13	3595096	0	305	0	305	614
959	13	3596640	0	300	0	300	603
960	13	3598157	0	305	0	305	615
961	13	3599696	0	304	0	304	611
962	13	3601234	0	301	0	301	604
963	13	3602754	0	303	0	303	612
964	13	3604286	0	301	0	301	611
965	13	3605812	0	302	0	302	609
966	13	3607345	0	305	0	305	615
967	13	3608884	0	304	0	304	612
968	13	3610419	0	297	0	297	599
969	13	3611922	0	303	0	303	608
970	13	3613456	0	300	0	300	610
971	13	3614980	0	303	0	303	613
972	13	3616512	0	303	0	303	610
973	13	3618040	0	301	0	301	604
974	13	3619559	0	300	0	300	605
975	13	3621079	0	304	0	304	615
976	13	3622621	0	302	0	302	606
977	13	3624145	0	306	0	306	616
978	13	3625693	0	304	0	304	613
979	13	3627233	0	300	0	300	606
980	13	3628745	0	299	0	299	602
981	13	3630259	0	306	0	306	618
982	13	3631809	0	301	0	301	607
983	13	3633331	0	300	0	300	606
984	13	3634851	0	306	0	306	618
985	13	3636401	0	303	0	303	612
986	13	3637932	0	301	0	301	606
987	13	3639453	0	302	0	302	610
988	13	3640987	0	302	0	302	610
989	13	3642515	0	305	0	305	616
990	13	3644060	0	300	0	300	603
991	13	3645577	0	302	0	302	608
992	13	3647103	0	304	0	304	616
993	13	3648641	0	305	0	305	613
994	13	3650183	0	306	0	306	614
995	13	3651729	0	302	0	302	611
996	13	3653258	0	302	0	302	605
997	13	3654780	0	299	0	299	604
998	13	3656296	0	306	0	306	619
999	13	3657847	0	299	0	299	605
1000	13	3659364	0	307	0	307	623
1001	13	3660920	0	298	0	298	598
1002	13	3662422	0	304	0	304	614
1003	13	3663964	0	301	0	301	613
1004	13	3665493	0	300	0	300	611
1005	13	3667018	0	302	0	302	616
1006	13	3668553	0	299	0	299	607
1007	13	3670072	0	303	0	303	617
1008	13	3671609	0	302	0	302	610
1009	13	3673143	0	303	0	303	614
1010	13	3674677	0	301	0	301	611
1011	13	3676204	0	300	0	300	611
1012	13	3677729	0	301	0	301	614
1013	13	3679259	0	302	0	302	612
1014	13	3680790	0	300	0	300	607
1015	13	3682311	0	303	0	303	615
1016	13	3683852	0	300	0	300	608
1017	13	3685374	0	302	0	302	608
1018	13	3686900	0	302	0	302	614
1019	13	3688431	0	303	0	303	615
1020	13	3689965	0	301	0	301	612
1021	13	3691499	0	303	0	303	613
1022	13	3693032	0	303	0	303	614
1023	13	3694566	0	300	0	300	611
1024	13	3696091	0	303	0	303	616
1025	13	3697633	0	304	0	304	619
1026	13	3699174	0	303	0	303	612
1027	13	3700712	0	303	0	303	614
1028	13	3702246	0	299	0	299	602
1029	13	3703760	0	300	0	300	607
1030	13	3705282	0	301	0	301	614
1031	13	3706812	0	303	0	303	611
1032	13	3708343	0	301	0	301	615
1033	13	3709874	0	300	0	300	612
1034	13	3711400	0	302	0	302	612
1035	13	3712929	0	300	0	300	609
1036	13	3714453	0	302	0	302	615
1037	13	3715992	0	304	0	304	616
1038	13	3717530	0	302	0	302	611
1039	13	3719058	0	299	0	299	608
1040	13	3720578	0	301	0	301	609
1041	13	3722103	0	302	0	302	617
1042	13	3723645	0	302	0	302	615
1043	13	3725178	0	303	0	303	617
1044	13	3726715	0	301	0	301	607
1045	13	3728238	0	300	0	300	608
1046	13	3729760	0	301	0	301	610
1047	13	3731286	0	302	0	302	615
1048	13	3732824	0	299	0	299	609
1049	13	3734339	0	302	0	302	614
1050	13	3735877	0	301	0	301	614
1051	13	3737407	0	298	0	298	607
1052	13	3738918	0	303	0	303	616
1053	13	3740460	0	303	0	303	612
1054	13	3741993	0	301	0	301	610
1055	13	3743519	0	302	0	302	612
1056	13	3745050	0	301	0	301	616
1057	13	3746588	0	301	0	301	610
1058	13	3748114	0	302	0	302	609
1059	13	3749641	0	302	0	302	617
1060	13	3751176	0	301	0	301	608
1061	13	3752701	0	299	0	299	606
1062	13	3754219	0	303	0	302	613
1063	13	3755752	0	300	0	300	603
1064	13	3757269	0	302	0	302	615
1065	13	3758808	0	303	0	303	613
1066	13	3760341	0	301	0	301	611
1067	13	3761869	0	303	0	303	613
1068	13	3763401	0	301	0	301	614
1069	13	3764937	0	302	0	302	610
1070	13	3766465	0	302	0	302	615
1071	13	3767998	0	299	0	299	601
1072	13	3769510	0	302	0	302	612
1073	13	3771040	0	306	0	306	618
1074	13	3772590	0	299	0	299	604
1075	13	3774106	0	304	0	304	611
1076	13	3775638	0	298	0	298	605
1077	13	3777153	0	306	0	306	618
1078	13	3778703	0	306	0	306	617
1079	13	3780251	0	302	0	302	608
1080	13	3781777	0	297	0	297	598
1081	13	3783276	0	303	0	303	616
1082	13	3784818	0	299	0	299	605
1083	13	3786328	0	304	0	304	613
1084	13	3787869	0	302	0	302	611
1085	13	3789397	0	305	0	305	614
1086	13	3790941	0	307	0	307	619
1087	13	3792494	0	300	0	300	604
1088	13	3794011	0	304	0	304	610
1089	13	3795543	0	305	0	305	620
1090	13	3797093	0	302	0	302	614
1091	13	3798624	0	301	0	301	608
1092	13	3800148	0	304	0	305	613
1093	13	3801685	0	299	0	298	601
1094	13	3803200	0	301	0	301	609
1095	13	3804725	0	306	0	306	614
1096	13	3806271	0	302	0	302	606
1097	13	3807794	0	301	0	301	604
1098	13	3809314	0	304	0	304	614
1099	13	3810849	0	302	0	302	614
1100	13	3812386	0	304	0	304	615
1101	13	3813918	0	300	0	300	606
1102	13	3815441	0	303	0	303	610
1103	13	3816977	0	296	0	296	599
1104	13	3818475	0	304	0	305	617
1105	13	3820017	0	298	0	297	602
1106	13	3821525	0	305	0	305	617
1107	13	3823071	0	305	0	305	616
1108	13	3824610	0	301	0	301	608
1109	13	3826140	0	304	0	304	613
1110	13	3827675	0	304	0	304	616
1111	13	3829218	0	306	0	306	618
1112	13	3830761	0	300	0	300	607
1113	13	3832282	0	303	0	303	612
1114	13	3833820	0	302	0	302	610
1115	13	3835347	0	302	0	302	613
1116	13	3836878	0	302	0	302	609
1117	13	3838404	0	301	0	302	608
1118	13	3839931	0	301	0	300	601
1119	13	3841449	0	305	0	305	613
1120	13	3842986	0	301	0	301	605
1121	13	3844508	0	301	0	301	607
1122	13	3846036	0	301	0	301	609
1123	13	3847561	0	303	0	303	611
1124	13	3849092	0	305	0	305	611
1125	13	3850632	0	303	0	303	612
1126	13	3852164	0	303	0	303	611
1127	13	3853694	0	302	0	302	609
1128	13	3855226	0	296	0	296	595
1129	13	3856721	0	301	0	301	606
1130	13	3858243	0	306	0	306	614
1131	13	3859789	0	302	0	302	608
1132	13	3861314	0	307	0	307	622
1133	13	3862870	0	296	0	296	598
1134	13	3864374	0	304	0	304	613
1135	13	3865909	0	298	0	298	602
1136	13	3867420	0	306	0	306	614
1137	13	3868966	0	299	0	299	601
1138	13	3870473	0	305	0	306	620
1139	13	3872018	0	300	0	299	604
1140	13	3873538	0	301	0	301	609
1141	13	3875063	0	303	0	303	618
1142	13	3876602	0	299	0	299	604
1143	13	3878117	0	301	0	301	607
1144	13	3879640	0	305	0	305	615
1145	13	3881185	0	305	0	305	618
1146	13	3882728	0	302	0	302	612
1147	13	3884257	0	305	0	305	615
1148	13	3885802	0	301	0	301	605
1149	13	3887323	0	301	0	301	607
1150	13	3888845	0	306	0	306	616
1151	13	3890393	0	304	0	304	611
1152	13	3891926	0	305	0	305	615
1153	13	3893471	0	305	0	305	613
1154	13	3895013	0	300	0	300	606
1155	13	3896532	0	299	0	299	601
1156	13	3898039	0	306	0	306	619
1157	13	3899588	0	298	0	298	602
1158	13	3901100	0	305	0	305	613
1159	13	3902643	0	299	0	299	607
1160	13	3904155	0	301	0	301	605
1161	13	3905676	0	302	0	302	609
1162	13	3907209	0	298	0	298	602
1163	13	3908714	0	306	0	306	616
1164	13	3910262	0	301	0	301	604
1165	13	3911782	0	302	0	302	609
1166	13	3913309	0	302	0	302	607
1167	13	3914839	0	298	0	298	601
1168	13	3916344	0	305	0	305	615
1169	13	3917889	0	297	0	297	597
1170	13	3919393	0	300	0	300	605
1171	13	3920912	0	300	0	300	605
1172	13	3922425	0	306	0	306	618
1173	13	3923974	0	297	0	297	602
1174	13	3925484	0	303	0	303	612
1175	13	3927015	0	305	0	305	614
1176	13	3928557	0	302	0	302	612
1177	13	3930086	0	302	0	302	610
1178	13	3931614	0	301	0	301	606
1179	13	3933136	0	307	0	307	622
1180	13	3934691	0	298	0	298	600
1181	13	3936201	0	306	0	306	619
1182	13	3937752	0	296	0	296	595
1183	13	3939249	0	300	0	300	606
1184	13	3940769	0	300	0	300	607
1185	13	3942290	0	302	0	302	611
1186	13	3943818	0	306	0	306	616
1187	13	3945366	0	302	0	302	607
1188	13	3946891	0	302	0	302	612
1189	13	3948426	0	305	0	305	620
1190	13	3949970	0	305	0	305	617
1191	13	3951517	0	300	0	300	603
1192	13	3953034	0	302	0	302	612
1193	13	3954563	0	302	0	302	608
1194	13	3956089	0	302	0	302	609
1195	13	3957622	0	302	0	302	609
1196	13	3959148	0	302	0	302	610
1197	13	3960676	0	305	0	305	615
1198	13	3962221	0	302	0	302	609
1199	13	3963747	0	301	0	301	609
1200	13	3965272	0	305	0	305	614
1201	13	3966816	0	305	0	305	614
1202	13	3968354	0	302	0	302	605
1203	13	3969883	0	306	0	306	616
1204	13	3971424	0	301	0	301	604
1205	13	3972949	0	301	0	301	605
1206	13	3974470	0	306	0	306	617
1207	13	3976014	0	297	0	297	601
1208	13	3977522	0	305	0	305	621
1209	13	3979073	0	305	0	305	614
1210	13	3980611	0	301	0	301	608
1211	13	3982133	0	303	0	303	610
1212	13	3983669	0	302	0	302	610
1213	13	3985197	0	305	0	305	614
1214	13	3986741	0	304	0	304	612
1215	13	3988274	0	305	0	305	614
1216	13	3989818	0	300	0	300	603
1217	13	3991335	0	301	0	301	605
1218	13	3992855	0	300	0	300	608
1219	13	3994377	0	308	0	308	620
1220	13	3995933	0	300	0	300	604
1221	13	3997451	0	303	0	303	612
1222	13	3998982	0	304	0	304	613
1223	13	4000523	0	303	0	303	613
1224	13	4002056	0	300	0	300	604
1225	13	4003573	0	300	0	300	604
1226	13	4005091	0	305	0	305	618
1227	13	4006639	0	307	0	307	615
1228	13	4008187	0	300	0	300	605
1229	13	4009706	0	306	0	306	619
1230	13	4011257	0	306	0	306	617
1231	13	4012798	0	303	0	303	612
1232	13	4014336	0	301	0	301	608
1233	13	4015860	0	301	0	301	607
1234	13	4017383	0	299	0	299	604
1235	13	4018898	0	303	0	303	610
1236	13	4020428	0	304	0	304	613
1237	13	4021969	0	300	0	300	607
1238	13	4023489	0	307	0	307	619
1239	13	4025042	0	305	0	305	618
1240	13	4026584	0	298	0	298	599
1241	13	4028093	0	300	0	300	606
1242	13	4029612	0	304	0	304	616
1243	13	4031149	0	304	0	304	610
1244	13	4032687	0	299	0	299	602
1245	13	4034200	0	305	0	305	618
1246	13	4035743	0	297	0	297	601
1247	13	4037252	0	305	0	305	617
1248	13	4038798	0	304	0	304	613
1249	13	4040333	0	301	0	301	608
1250	13	4041857	0	304	0	304	617
1251	13	4043402	0	303	0	303	610
1252	13	4044931	0	305	0	305	615
1253	13	4046476	0	302	0	303	607
1254	13	4047998	0	301	0	300	606
1255	13	4049522	0	299	0	299	601
1256	13	4051034	0	301	0	301	608
1257	13	4052558	0	305	0	305	618
1258	13	4054106	0	302	0	302	608
1259	13	4055631	0	300	0	300	606
1260	13	4057151	0	303	0	303	610
1261	13	4058681	0	301	0	301	605
1262	13	4060202	0	302	0	302	610
1263	13	4061736	0	306	0	306	613
1264	13	4063276	0	300	0	300	602
1265	13	4064791	0	304	0	304	613
1266	13	4066331	0	301	0	301	604
1267	13	4067851	0	303	0	303	610
1268	13	4069382	0	302	0	302	613
1269	13	4070919	0	302	0	302	607
1270	13	4072443	0	303	0	303	611
1271	13	4073974	0	305	0	305	613
1272	13	4075517	0	300	0	300	608
1273	13	4077038	0	304	0	304	618
1274	13	4078577	0	301	0	301	609
1275	13	4080108	0	302	0	302	609
1276	13	4081635	0	305	0	306	617
1277	13	4083177	0	300	0	299	601
1278	13	4084689	0	304	0	304	612
1279	13	4086229	0	302	0	302	607
1280	13	4087753	0	304	0	304	613
1281	13	4089294	0	303	0	303	613
1282	13	4090827	0	302	0	302	610
1283	13	4092355	0	306	0	306	618
1284	13	4093904	0	301	0	301	604
1285	13	4095424	0	306	0	306	615
1286	13	4096971	0	302	0	302	610
1287	13	4098498	0	302	0	302	610
1288	13	4100032	0	301	0	301	603
1289	13	4101551	0	306	0	306	618
1290	13	4103096	0	301	0	301	606
1291	13	4104617	0	304	0	304	613
1292	13	4106152	0	303	0	304	618
1293	13	4107697	0	299	0	299	604
1294	13	4109206	0	300	0	299	607
1295	13	4110726	0	300	0	300	607
1296	13	4112247	0	306	0	306	618
1297	13	4113797	0	305	0	305	614
1298	13	4115340	0	301	0	301	606
1299	13	4116862	0	306	0	306	614
1300	13	4118411	0	299	0	299	602
1301	13	4119917	0	299	0	299	604
1302	13	4121433	0	306	0	306	617
1303	13	4122982	0	301	0	301	609
1304	13	4124507	0	299	0	299	604
1305	13	4126022	0	306	0	306	618
1306	13	4127572	0	299	0	299	605
1307	13	4129089	0	306	0	306	615
1308	13	4130629	0	303	0	303	612
1309	13	4132167	0	304	0	304	616
1310	13	4133705	0	298	0	298	600
1311	13	4135215	0	303	0	303	607
1312	13	4136741	0	301	0	301	610
1313	13	4138266	0	302	0	303	613
1314	13	4139802	0	300	0	299	601
1315	13	4141315	0	306	0	306	615
1316	13	4142857	0	303	0	303	613
1317	13	4144396	0	296	0	296	597
1318	13	4145893	0	305	0	305	614
1319	13	4147436	0	299	0	299	600
1320	13	4148948	0	303	0	303	610
1321	13	4150478	0	301	0	301	608
1322	13	4152001	0	304	0	304	612
1323	13	4153541	0	301	0	301	604
1324	13	4155061	0	300	0	300	606
1325	13	4156580	0	305	0	305	616
1326	13	4158121	0	306	0	306	620
1327	13	4159672	0	304	0	304	613
1328	13	4161213	0	307	0	307	618
1329	13	4162764	0	294	0	294	594
1330	13	4164254	0	301	0	301	609
1331	13	4165778	0	304	0	304	611
1332	13	4167314	0	303	0	303	613
1333	13	4168850	0	299	0	299	602
1334	13	4170363	0	303	0	303	613
1335	13	4171896	0	303	0	303	612
1336	13	4173428	0	303	0	303	616
1337	13	4174970	0	301	0	301	606
1338	13	4176491	0	304	0	304	613
1339	13	4178026	0	304	0	304	613
1340	13	4179567	0	304	0	304	611
1341	13	4181098	0	298	0	298	602
1342	13	4182610	0	306	0	306	619
1343	13	4184161	0	301	0	301	604
1344	13	4185681	0	307	0	307	619
1345	13	4187233	0	299	0	299	602
1346	13	4188747	0	301	0	301	605
1347	13	4190268	0	303	0	303	612
1348	13	4191799	0	301	0	301	607
1349	13	4193322	0	303	0	303	612
1350	13	4194860	0	301	0	301	606
1351	13	4196382	0	300	0	300	603
1352	13	4197898	0	304	0	304	611
1353	13	4199431	0	301	0	301	608
1354	13	4200954	0	307	0	307	619
1355	13	4202506	0	300	0	300	605
1356	13	4204025	0	301	0	301	605
1357	13	4205545	0	306	0	306	617
1358	13	4207094	0	303	0	303	610
1359	13	4208629	0	305	0	305	613
1360	13	4210166	0	301	0	301	607
1361	13	4211690	0	301	0	301	606
1362	13	4213213	0	303	0	303	613
1363	13	4214748	0	302	0	302	607
1364	13	4216273	0	305	0	306	616
1365	13	4217816	0	299	0	298	600
1366	13	4219329	0	302	0	302	612
1367	13	4220859	0	304	0	304	615
1368	13	4222391	0	303	0	303	612
1369	13	4223929	0	303	0	303	613
1370	13	4225461	0	302	0	302	611
1371	13	4226990	0	299	0	299	604
1372	13	4228509	0	301	0	301	608
1373	13	4230032	0	300	0	300	605
1374	13	4231551	0	303	0	303	610
1375	13	4233087	0	307	0	307	616
1376	13	4234637	0	305	0	305	613
1377	13	4236173	0	303	0	303	610
1378	13	4237709	0	306	0	306	616
1379	13	4239252	0	299	0	299	601
1380	13	4240764	0	304	0	304	611
1381	13	4242303	0	303	0	303	610
1382	13	4243833	0	304	0	304	613
1383	13	4245374	0	296	0	296	597
1384	13	4246870	0	306	0	306	616
1385	13	4248418	0	301	0	301	609
1386	13	4249943	0	306	0	306	616
1387	13	4251490	0	299	0	299	602
1388	13	4253004	0	305	0	305	612
1389	13	4254540	0	303	0	303	612
1390	13	4256077	0	302	0	302	611
1391	13	4257606	0	300	0	300	611
1392	13	4259131	0	300	0	300	605
1393	13	4260649	0	307	0	307	617
1394	13	4262200	0	302	0	302	613
1395	13	4263731	0	302	0	302	609
1396	13	4265258	0	303	0	303	607
1397	13	4266790	0	303	0	303	608
1398	13	4268318	0	301	0	301	611
1399	13	4269845	0	300	0	300	603
1400	13	4271361	0	306	0	306	618
1401	13	4272911	0	301	0	301	610
1402	13	4274432	0	299	0	299	605
1403	13	4275952	0	304	0	304	613
1404	13	4277486	0	297	0	297	600
1405	13	4278994	0	301	0	301	606
1406	13	4280516	0	304	0	304	613
1407	13	4282051	0	303	0	303	614
1408	13	4283591	0	301	0	301	607
1409	13	4285114	0	305	0	305	615
1410	13	4286658	0	304	0	304	614
1411	13	4288194	0	304	0	304	612
1412	13	4289734	0	302	0	302	608
1413	13	4291259	0	303	0	303	612
1414	13	4292791	0	305	0	305	617
1415	13	4294338	0	300	0	300	604
1416	13	4295856	0	304	0	304	614
1417	13	4297392	0	302	0	302	607
1418	13	4298923	0	302	0	302	609
1419	13	4300450	0	299	0	299	603
1420	13	4301964	0	304	0	304	610
1421	13	4303496	0	304	0	304	609
1422	13	4305033	0	298	0	298	602
1423	13	4306538	0	304	0	304	613
1424	13	4308078	0	298	0	298	603
1425	13	4309591	0	300	0	300	606
1426	13	4311111	0	302	0	302	604
1427	13	4312632	0	303	0	303	609
1428	13	4314161	0	299	0	299	604
1429	13	4315677	0	47	0	47	94
