Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 --call-graph fp --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 137186
Event count: 111751374042

Children  Self    Symbol
0.14%     0.01%   sub_00285BF8_0x285bf8(unsigned char*, R5900Context*, PS2Runtime*)
0.14%     0.03%   std::__ndk1::mutex::lock()
0.13%     0.13%   [kernel.kallsyms][+ffffffe760dd6c20]
0.13%     0.00%   !!!0000!73616227b17af30cf97cb6b1578c04!a9ee82cd83!
0.13%     0.00%   android::SurfaceComposerClient::Transaction::apply(bool, bool)
0.13%     0.00%   !!!0000!788a94b791f481718be1df9bbb4860!a9ee82cd83!
0.13%     0.13%   pthread_mutex_lock
0.13%     0.13%   GS::recordDrawDebugEventUnlocked(int)
0.13%     0.00%   libvulkan_freedreno.so[+96f812]
0.13%     0.00%   sub_00369A78_0x369a78(unsigned char*, R5900Context*, PS2Runtime*)
0.13%     0.00%   ParallelGS::GSInterface::mark_render_pass_has_texture_feedback(ParallelGS::TEX0Bits const&, ParallelGS::RenderPass::Feedback)
0.13%     0.01%   sub_002C0408_0x2c0408(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.00%   sub_003C9518_0x3c9518(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.00%   android::BBinder::transact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.12%     0.00%   sub_00244408_0x244408(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.02%   sub_00368660_0x368660(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.03%   sub_002F0548_0x2f0548(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.00%   android::BnTransactionCompletedListener::onTransact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.12%     0.00%   libvulkan_freedreno.so[+98bc86]
0.12%     0.00%   sub_00121818_0x121818(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.00%   [kernel.kallsyms][+ffffffe76083c292]
0.12%     0.01%   sub_00176DA8_0x176da8(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.00%   [kernel.kallsyms][+ffffffe760bce466]
0.12%     0.00%   [kernel.kallsyms][+ffffffe7607be6d6]
0.12%     0.12%   [kernel.kallsyms][+ffffffe760855968]
0.12%     0.01%   sub_003CDE68_0x3cde68(unsigned char*, R5900Context*, PS2Runtime*)
0.12%     0.00%   !!!0000!ae9df5840a3b187aa9f98544704c1f!a9ee82cd83!
0.12%     0.00%   !!!0000!3a4be7d9bfa8ce1de708d9937123e3!a9ee82cd83!
0.12%     0.12%   [kernel.kallsyms][+ffffffe761a79560]
0.12%     0.00%   android::BpSurfaceComposer::setTransactionState(android::gui::FrameTimelineInfo const&, android::Vector<android::ComposerState>&, android::Vector<android::DisplayState>&, unsigned int, android::sp<android::IBinder> const&, android::InputWindowCommands, long, bool, std::__1::vector<android::client_cache_t, std::__1::allocator<android::client_cache_t>> const&, bool, std::__1::vector<android::ListenerCallbacks, std::__1::allocator<android::ListenerCallbacks>> const&, unsigned long, std::__1::vector<unsigned long, std::__1::allocator<unsigned long>> const&)
0.12%     0.00%   sub_001225F0_0x1225f0(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.02%   sub_00122898_0x122898(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.00%   Vulkan::CommandPool::request_command_buffer()
0.11%     0.00%   [kernel.kallsyms][+ffffffe76082b966]
0.11%     0.00%   [kernel.kallsyms][+ffffffe760bcd222]
0.11%     0.00%   [kernel.kallsyms][+ffffffe760d89c3a]
0.11%     0.11%   sub_002E8938_0x2e8938(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.02%   sub_002DF920_0x2df920(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.00%   libvulkan_freedreno.so[+a647a2]
0.11%     0.11%   std::__ndk1::pair<std::__ndk1::__hash_iterator<std::__ndk1::__hash_node<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, void*>*>, bool> std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::__unordered_map_hasher<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::hash<unsigned int>, std::__ndk1::equal_to<unsigned int>, true>, std::__ndk1::__unordered_map_equal<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::equal_to<unsigned int>, std::__ndk1::hash<unsigned int>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>>>::__emplace_unique_key_args<unsigned int, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>, std::__ndk1::tuple<>>(unsigned int const&, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>&&, std::__ndk1::tuple<>&&)
0.11%     0.01%   sub_003B55F0_0x3b55f0(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.01%   Vulkan::CommandBuffer::flush_compute_state(bool)
0.11%     0.00%   sub_00122448_0x122448(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.03%   sub_003CD878_0x3cd878(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.03%   sub_0015E668_0x15e668(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.00%   [kernel.kallsyms][+ffffffe760bcd07a]
0.11%     0.01%   void scudo::releaseFreeMemoryToOS<scudo::RegionReleaseRecorder<scudo::MemMapLinux>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)::'lambda'(unsigned long)>(scudo::PageReleaseContext&, scudo::RegionReleaseRecorder<scudo::MemMapLinux>&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)::'lambda'(unsigned long))
0.11%     0.00%   aaudio::AudioStream::maybeCallDataCallback(void*, int)
0.11%     0.00%   sub_00312598_0x312598(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.00%   ParallelGS::GSRenderer::upload_texture(ParallelGS::GSRenderer::TextureUpload const&)
0.11%     0.00%   sub_00230640_0x230640(unsigned char*, R5900Context*, PS2Runtime*)
0.11%     0.11%   [kernel.kallsyms][+ffffffe761a6b788]
0.10%     0.01%   EeScheduler::processPendingEvents()
0.10%     0.00%   ma_device_handle_backend_data_callback
0.10%     0.00%   [kernel.kallsyms][+ffffffe76083f606]
0.10%     0.01%   sub_00353AC0_0x353ac0(unsigned char*, R5900Context*, PS2Runtime*)
0.10%     0.02%   sub_00292B48_0x292b48(unsigned char*, R5900Context*, PS2Runtime*)
0.10%     0.10%   VU1Interpreter::readBranchVi(unsigned char) const
0.10%     0.00%   ma_device__read_frames_from_client
0.10%     0.00%   ma_stream_data_callback_playback__aaudio
0.10%     0.00%   __unw_init_local
0.10%     0.00%   sub_00105398_0x105398(unsigned char*, R5900Context*, PS2Runtime*)
0.10%     0.10%   PS2Memory::advanceEeTimers(unsigned long)
0.10%     0.00%   [kernel.kallsyms][+ffffffe76082befa]
0.10%     0.00%   !!!0000!c290b97fcf9059e9ebe30800178359!a9ee82cd83!
0.10%     0.00%   libvulkan_freedreno.so[+9b5e12]
0.10%     0.10%   [kernel.kallsyms][+ffffffe761a795a8]
0.10%     0.00%   [kernel.kallsyms][+ffffffe760839f52]
0.10%     0.00%   [kernel.kallsyms][+ffffffe76083a03e]
0.10%     0.00%   ma_device__on_data
0.10%     0.00%   [kernel.kallsyms][+ffffffe761a84432]
0.10%     0.00%   sub_00398038_0x398038(unsigned char*, R5900Context*, PS2Runtime*)
0.10%     0.00%   Vulkan::Device::PerFrame::begin()
0.09%     0.01%   Vulkan::CommandBuffer::flush_descriptor_sets()
0.09%     0.01%   sub_0038CE20_0x38ce20(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   !!!0000!1436743e2ecab4b7b4508b2d56cc67!a9ee82cd83!
0.09%     0.00%   [kernel.kallsyms][+ffffffe76084cf56]
0.09%     0.00%   [kernel.kallsyms][+ffffffe760855f2e]
0.09%     0.00%   [kernel.kallsyms][+ffffffe760876ef2]
0.09%     0.05%   sub_0030F2B0_0x30f2b0(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.02%   sub_00310640_0x310640(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   [kernel.kallsyms][+ffffffe760bcdd5a]
0.09%     0.00%   !!!0000!c441fda5cce3b6ed49be7fa818989c!a9ee82cd83!
0.09%     0.09%   scudo::HybridMutex::tryLock()
0.09%     0.09%   ParallelGS::GSInterface::update_color_feedback_state()
0.09%     0.00%   sub_0031AC08_0x31ac08(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.09%   [kernel.kallsyms][+ffffffe760bcd1b4]
0.09%     0.00%   OnSendAudioDataToDevice
0.09%     0.00%   [kernel.kallsyms][+ffffffe760d2b34e]
0.09%     0.00%   sub_0038CA08_0x38ca08(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   madvise
0.09%     0.09%   ps2DiagWatchEnabled()
0.09%     0.09%   [kernel.kallsyms][+ffffffe760cf8c1c]
0.09%     0.00%   [kernel.kallsyms][+ffffffe760d124e2]
0.09%     0.00%   sub_00111728_0x111728(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   sub_0031A6B8_0x31a6b8(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.05%   std::__ndk1::deque<GsCommand, std::__ndk1::allocator<GsCommand>>::pop_front()
0.09%     0.09%   [kernel.kallsyms][+ffffffe761a8e614]
0.09%     0.01%   void ParallelGS::GSInterface::packed_STQRGBAXYZ<true, (ParallelGS::PRIMType)5, 1>(void const*, unsigned int)
0.09%     0.00%   !!!0000!a0f1da254339e690ce8991d3084395!a9ee82cd83!
0.09%     0.00%   sub_002AB958_0x2ab958(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   sub_0037DF88_0x37df88(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   sub_0039F100_0x39f100(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.00%   [kernel.kallsyms][+ffffffe760cfc92a]
0.09%     0.00%   mmap64
0.09%     0.00%   [kernel.kallsyms][+ffffffe760a11302]
0.09%     0.00%   [kernel.kallsyms][+ffffffe761a7d616]
0.09%     0.07%   sub_0037A430_0x37a430(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     0.01%   ParallelGS::GSRenderer::emit_copy_vram(Vulkan::CommandBuffer&, unsigned int const*, unsigned int, bool)
0.08%     0.00%   gsl_command_issueib_sync
0.08%     0.00%   [kernel.kallsyms][+ffffffe760d98d12]
0.08%     0.00%   libvulkan_freedreno.so[+9b7096]
0.08%     0.00%   [kernel.kallsyms][+ffffffe760a31122]
0.08%     0.00%   Vulkan::Device::next_frame_context()
0.08%     0.03%   std::__ndk1::deque<GsCommand, std::__ndk1::allocator<GsCommand>>::push_back(GsCommand&&)
0.08%     0.00%   [kernel.kallsyms][+ffffffe760d6c962]
0.08%     0.03%   sub_00382AF0_0x382af0(unsigned char*, R5900Context*, PS2Runtime*)
0.08%     0.00%   [kernel.kallsyms][+ffffffe760dd6986]
0.08%     0.00%   void std::__ndk1::vector<unsigned char, std::__ndk1::allocator<unsigned char>>::__assign_with_size[abi:ne190000]<unsigned char const*, unsigned char const*>(unsigned char const*, unsigned char const*, long)
0.08%     0.01%   PS2Runtime::Store128(unsigned char*, R5900Context*, unsigned int, __Int64x2_t)
0.08%     0.00%   !!!0000!8cf9cc05f436738178cf8b8b6481c7!a9ee82cd83!
0.08%     0.00%   [kernel.kallsyms][+ffffffe761a91186]
0.08%     0.01%   void ParallelGS::GSInterface::drawing_kick<(ParallelGS::PRIMType)5>(bool)
0.08%     0.00%   gsl_command_issueib_with_alloc_list
0.08%     0.00%   [kernel.kallsyms][+ffffffe760d343aa]
0.08%     0.02%   Vulkan::CommandBuffer::allocate_descriptor_offset(unsigned int, unsigned int&, unsigned int&)
0.08%     0.00%   [kernel.kallsyms][+ffffffe760d6211a]
0.08%     0.00%   rlDrawRenderBatch
0.08%     0.00%   [kernel.kallsyms][+ffffffe760a48676]
0.08%     0.00%   ioctl_kgsl_gpu_command
0.08%     0.08%   VU1Interpreter::microAddressMask() const
0.08%     0.08%   EeScheduler::accountCycles(unsigned int)
0.08%     0.04%   (anonymous namespace)::e37AppendVif(char const*, unsigned char, char const*, char const*, char const*, unsigned int, unsigned int, char const*, unsigned int const*, unsigned char const*, unsigned int, bool, unsigned int, char const*)
0.08%     0.00%   [kernel.kallsyms][+ffffffe760d98062]
0.08%     0.07%   sub_002BCBD0_0x2bcbd0(unsigned char*, R5900Context*, PS2Runtime*)
0.08%     0.00%   android::TransactionCompletedListener::onTransactionCompleted(android::ListenerStats)
0.08%     0.01%   sub_00117C28_0x117c28(unsigned char*, R5900Context*, PS2Runtime*)
0.08%     0.00%   android::IPCThreadState::talkWithDriver(bool)
0.07%     0.07%   [kernel.kallsyms][+ffffffe761a83a5c]
0.07%     0.07%   __aarch64_ldadd8_relax
0.07%     0.00%   libvulkan_freedreno.so[+9b7422]
0.07%     0.01%   void ParallelGS::GSInterface::drawing_kick_append<false, true, false, 3u>()
0.07%     0.00%   aaudio::AudioStreamInternal::processData(void*, int, long)
0.07%     0.02%   sub_002F39C8_0x2f39c8(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     0.00%   [kernel.kallsyms][+ffffffe76083de6a]
0.07%     0.07%   [kernel.kallsyms][+ffffffe760dd7868]
0.07%     0.00%   libvulkan_freedreno.so[+a72e32]
0.07%     0.00%   libvulkan_freedreno.so[+a669e2]
0.07%     0.00%   libvulkan_freedreno.so[+a726f2]
0.07%     0.00%   [kernel.kallsyms][+ffffffe76084ca1a]
0.07%     0.00%   android::BpBinder::transact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.07%     0.00%   libvulkan_freedreno.so[+96d3e2]
0.07%     0.00%   [kernel.kallsyms][+ffffffe761a7d65a]
0.07%     0.04%   sub_00386DD0_0x386dd0(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     0.00%   ParallelGS::GSInterface::flush()
0.07%     0.01%   sub_00364050_0x364050(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     0.00%   Vulkan::Device::submit_empty(Vulkan::CommandBuffer::Type, Util::IntrusivePtr<Vulkan::FenceHolder>*, Vulkan::SemaphoreHolder*)
0.07%     0.00%   Vulkan::Device::submit_empty_nolock(Vulkan::QueueIndices, Util::IntrusivePtr<Vulkan::FenceHolder>*, Vulkan::SemaphoreHolder*, int)
0.07%     0.00%   sub_0015DC70_0x15dc70(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     0.00%   libvulkan_freedreno.so[+96d412]
0.07%     0.00%   android::IPCThreadState::waitForResponse(android::Parcel*, int*)
0.07%     0.02%   sub_0033CCF8_0x33ccf8(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     0.03%   sub_0015EE00_0x15ee00(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.01%   sub_00362DE8_0x362de8(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   ParallelGS::GSRenderer::flush_rendering(ParallelGS::RenderPass const&, unsigned int, unsigned int, unsigned int)
0.06%     0.00%   PS2Runtime::Store64(unsigned char*, R5900Context*, unsigned int, unsigned long)
0.06%     0.00%   [kernel.kallsyms][+ffffffe7616e829a]
0.06%     0.06%   [kernel.kallsyms][+ffffffe7611d4f98]
0.06%     0.02%   sub_0016D320_0x16d320(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.02%   sub_00363C20_0x363c20(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.06%   ps2_gfx_stats::detail::ensureInit()
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d2c90e]
0.06%     0.01%   sub_0036AC00_0x36ac00(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   sub_00120F20_0x120f20(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   aaudio::AudioStreamInternalPlay::processDataNow(void*, int, long, long*)
0.06%     0.00%   libunwind::UnwindCursor<libunwind::LocalAddressSpace, libunwind::Registers_arm64>::getInfoFromDwarfSection(unsigned long, libunwind::UnwindInfoSections const&, unsigned int)
0.06%     0.00%   Vulkan::Device::submit_queue(Vulkan::QueueIndices, Vulkan::Device::InternalFence*, Vulkan::SemaphoreHolder*, unsigned int, Util::IntrusivePtr<Vulkan::SemaphoreHolder>*, int)
0.06%     0.01%   sub_003D5128_0x3d5128(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.04%   sub_0020EDA0_0x20eda0(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.02%   sub_002E5920_0x2e5920(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d61c4e]
0.06%     0.06%   [kernel.kallsyms][+ffffffe760d86994]
0.06%     0.01%   EeScheduler::processDueDeadlines()
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d6bbfa]
0.06%     0.00%   munmap
0.06%     0.00%   sub_00423DC0_0x423dc0(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.02%   sub_00117FE0_0x117fe0(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.01%   sub_00131620_0x131620(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.03%   ParallelGS::PageTracker::mark_fb_write(ParallelGS::PageRect const&)
0.06%     0.03%   sub_0021D1A0_0x21d1a0(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   sub_003459A8_0x3459a8(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d65c8e]
0.06%     0.06%   [kernel.kallsyms][+ffffffe761a79558]
0.06%     0.02%   sub_00127848_0x127848(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   sub_003D54E8_0x3d54e8(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d6e90e]
0.06%     0.01%   std::__ndk1::condition_variable::notify_all()
0.06%     0.00%   aaudio::AudioStreamInternalPlay::writeNowWithConversion(void const*, int)
0.06%     0.03%   sub_00334888_0x334888(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d6e82a]
0.06%     0.00%   sub_002EA538_0x2ea538(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.01%   sub_0035FE10_0x35fe10(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     0.00%   [kernel.kallsyms][+ffffffe760d2d976]
0.05%     0.00%   [kernel.kallsyms][+ffffffe7616ed396]
0.05%     0.05%   PS2Memory::translateAddress(unsigned int)
0.05%     0.05%   GS::recordRegisterDebugEventUnlocked(unsigned char, unsigned long)
0.05%     0.01%   sub_0011EB98_0x11eb98(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   sub_00121728_0x121728(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   sub_001225C0_0x1225c0(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   [kernel.kallsyms][+ffffffe760ad382a]
0.05%     0.00%   sub_00424160_0x424160(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   std::__1::__function::__func<std::__1::__bind<void (&)(android::wp<android::BLASTBufferQueue>, android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>), android::wp<android::BLASTBufferQueue>, std::__1::placeholders::__ph<1> const&, std::__1::placeholders::__ph<2> const&, std::__1::placeholders::__ph<3> const&>, std::__1::allocator<std::__1::__bind<void (&)(android::wp<android::BLASTBufferQueue>, android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>), android::wp<android::BLASTBufferQueue>, std::__1::placeholders::__ph<1> const&, std::__1::placeholders::__ph<2> const&, std::__1::placeholders::__ph<3> const&>>, void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>::operator()(android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>&&)
0.05%     0.00%   libvulkan_freedreno.so[+a72a0a]
0.05%     0.01%   sub_001220D8_0x1220d8(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   ps2_stubs::sceSifSetDma(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   android::releaseBufferCallbackThunk(android::wp<android::BLASTBufferQueue>, android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>) (.__uniq.45450631312074835429881721991590974130)
0.05%     0.00%   [kernel.kallsyms][+ffffffe760d6ddc6]
0.05%     0.00%   [kernel.kallsyms][+ffffffe76084227e]
0.05%     0.01%   sub_00165938_0x165938(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   PS2Memory::releaseOneMaskedPath3Packet()
0.05%     0.01%   sub_0038CA70_0x38ca70(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.05%   sub_00174848_0x174848(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     0.00%   sub_002E24D0_0x2e24d0(unsigned char*, R5900Context*, PS2Runtime*)
